Src   Dst   Srvport  Utilized (ns)   Utilization
597   1077  YES      0               0.00%
597   1078  YES      0               0.00%
597   1079  YES      0               0.00%
598   1080  YES      0               0.00%
598   1081  YES      0               0.00%
598   1082  YES      0               0.00%
598   1083  YES      0               0.00%
598   1084  YES      0               0.00%
598   1085  YES      0               0.00%
598   1086  YES      0               0.00%
598   1087  YES      0               0.00%
599   1080  YES      0               0.00%
599   1081  YES      0               0.00%
599   1082  YES      0               0.00%
599   1083  YES      0               0.00%
599   1084  YES      0               0.00%
599   1085  YES      0               0.00%
599   1086  YES      0               0.00%
599   1087  YES      0               0.00%
600   1080  YES      0               0.00%
600   1081  YES      0               0.00%
600   1082  YES      0               0.00%
600   1083  YES      0               0.00%
600   1084  YES      0               0.00%
600   1085  YES      0               0.00%
600   1086  YES      0               0.00%
600   1087  YES      0               0.00%
601   1080  YES      0               0.00%
601   1081  YES      0               0.00%
601   1082  YES      0               0.00%
601   1083  YES      0               0.00%
601   1084  YES      0               0.00%
601   1085  YES      0               0.00%
601   1086  YES      0               0.00%
601   1087  YES      0               0.00%
602   1080  YES      0               0.00%
602   1081  YES      0               0.00%
602   1082  YES      0               0.00%
602   1083  YES      0               0.00%
602   1084  YES      0               0.00%
602   1085  YES      0               0.00%
602   1086  YES      0               0.00%
602   1087  YES      0               0.00%
603   1080  YES      0               0.00%
603   1081  YES      0               0.00%
603   1082  YES      0               0.00%
603   1083  YES      0               0.00%
603   1084  YES      0               0.00%
603   1085  YES      0               0.00%
603   1086  YES      0               0.00%
603   1087  YES      0               0.00%
604   1088  YES      0               0.00%
604   1089  YES      0               0.00%
604   1090  YES      0               0.00%
604   1091  YES      0               0.00%
604   1092  YES      0               0.00%
604   1093  YES      0               0.00%
604   1094  YES      0               0.00%
604   1095  YES      0               0.00%
605   1088  YES      0               0.00%
605   1089  YES      0               0.00%
605   1090  YES      0               0.00%
605   1091  YES      0               0.00%
605   1092  YES      0               0.00%
605   1093  YES      0               0.00%
605   1094  YES      0               0.00%
605   1095  YES      0               0.00%
606   1088  YES      0               0.00%
606   1089  YES      0               0.00%
606   1090  YES      0               0.00%
606   1091  YES      0               0.00%
606   1092  YES      0               0.00%
606   1093  YES      0               0.00%
606   1094  YES      0               0.00%
606   1095  YES      0               0.00%
607   1088  YES      0               0.00%
607   1089  YES      0               0.00%
607   1090  YES      0               0.00%
607   1091  YES      0               0.00%
607   1092  YES      0               0.00%
607   1093  YES      0               0.00%
607   1094  YES      0               0.00%
607   1095  YES      0               0.00%
